Title,Lyrics,Sentiment Score,Sentiment Category
False Alarm,"Bathroom stalls for the powder nose (She loves)
High heel shoes with the open toes (She loves)
She's got a good time wrapped in gold  (She loves)
For you, for you
All red dress with the devil eyes (She loves)
So obsessed with the camera lights (She loves)
You love her, but you can't deny (She loves)
The truth, the truth

She loves everybody
Can't you tell by the signs?
She loves everybody
She gets off all the time
It's a dark philosophy
And it haunts her constantly
It's a false alarm to me
She's a false alarm

False alarm (Hey, hey, hey, hey)
False alarm (Hey, hey, hey, hey)
False alarm (Hey, hey, hey, hey, hey)
(Alarm)
False alarm (Hey, hey, hey, hey)
False alarm (Hey, hey, hey, hey)
False alarm (Hey, hey, hey, hey, hey)

Six inch long, 'bout three inch wide (She loves)
Dolla', dolla' bill is her only type (She loves)
You love her, but you'll never be (She loves)
The one, the one
Diamonds and the rings are her fantasy (She loves)
She chase hearts with the Hennessy (She loves)
You love her, but you'll never be (She loves)
Enough, enough

She loves everybody (Ah)
Can't you tell by the signs?
She loves everybody (Ah)
She gets off all the time
It's a dark philosophy (Dark philosophy)
And it haunts her constantly (Haunts her constantly)
She's a false alarm to me (False alarm)
She's a false alarm

False alarm (Hey, hey, hey, hey)
False alarm (Hey, hey, hey, hey)
False alarm (Hey, hey, hey, hey, hey)
(Alarm)
False alarm (Hey, hey, hey, hey)
False alarm (Hey, hey, hey, hey)
False alarm (Hey, hey, hey, hey, hey)

She always leaves the man she loves
But the diamonds are forever
She always seems to be alone
But the diamonds make it better

False alarm (Hey, hey, hey, hey)
False alarm (Hey, hey, hey, hey)
False alarm (Hey, hey, hey, hey, hey)
(Alarm)
False alarm (Hey, hey, hey, hey)
False alarm (Hey, hey, hey, hey)
False alarm (Hey, hey, hey, hey, hey)",-0.1771428571428572,Negative
Six Feet Under,"Ask around about her
She don't get emotional
Kill off all her feelings
That's why she ain't approachable
She know her pussy got a fanbase (No, no)
A couple niggas with a suitcase
Suit and tie niggas who play roleplay
When it comes to money, she play no games

She lick it up just like a candy (Candy)
She wanna make 'em leave they family (Family)
She tryna live a life so fancy (Fancy)
She wanna pull up in a Bentley (Bentley)
She ain't got time for lovin' (Lovin')
Louis Vuitton her husband (Husband)
She'd rather die in lustin' (Lustin')
She'd rather die in the club till she
[Chorus: The Weeknd & 
Future
]
Six feet under, she gon' get that fuckin' paper (That fuckin' paper)
Six feet under, she gon' get that fuckin' paper (That fuckin' paper)
Six feet under, she gon' get that fuckin' paper
You know how she get down, pop it for a check now
Six feet under, six, six feet under
 (That fuckin' paper)
Six feet under, six, six feet under
 (That fuckin' paper)
Six feet under, she gon' kill me for that paper
Not the type to fuck around, go'n and turn that ass around

She don't depend on anybody
Know just what to do with her own body
Countin' all that money like a hobby
She don't give a fuck about nobody
And she got her whole crew poppin'
And she bend it over like she got no backbone
Got a couple niggas blingin' up a trap phone
She don't need nobody waitin' back home, she got it

She lick it up just like a candy (Candy)
She wanna make 'em leave they family (Family)
She tryna live a life so fancy (Fancy)
She wanna pull up in a Bentley (Bentley)
She ain't got time for lovin' (Lovin')
Louis Vuitton her husband (Husband)
She'd rather die in lustin' (Lustin')
She'd rather die in the club till she
[Chorus: The Weeknd & 
Future
]
Six feet under, she gon' get that fuckin' paper (That fuckin' paper)
Six feet under, she gon' get that fuckin' paper (That fuckin' paper)
Six feet under, she gon' get that fuckin' paper
You know how she get down, pop it for a check now
Six feet under, six, six feet under
 (That fuckin' paper)
Six feet under, six, six feet under
 (That fuckin' paper)
Six feet under, she gon' kill me for that paper
Not the type to fuck around, go'n and turn that ass around
[Post-Chorus: Future & 
The Weeknd
]
Go'n and turn that ass around (
Yeah, yeah
)
Oh, murder, oh, murder
Go'n and turn that ass around
Oh murder, oh murder

Real love's hard to find (Real love's hard to find)
So she don't waste her time (So she don't waste her time)
So she don't waste her time, oh
You ain't gon' catch her cryin' (You ain't gon' catch her cryin')
She ain't gon' lose her mind (Mind)
She ain't gon' lose her mind till she
[Outro: Future & 
The Weeknd
]
Six feet under, she gon' kill me for that paper (
Till she
)
Six feet under, she gon' kill me for that paper (
Till she
)
Six feet under, she gon' kill me for the paper
Not the type to fuck around, go'n and turn that ass around",-0.02268335529205096,Negative
True Colors,"Yeah, uh
Yeah
Yeah

Tell me the truth, baby girl, who else been with you?
It's gon' come to my attention either way, yeah (Uh, yeah)
And I understand, baby girl, we all have a past
I'd much rather hear the truth come straight from you (Yeah)

So if I love you (If I love you)
It'd be just for you (It'd be just for you)
So when I'm touchin' you (Touchin' you)
Can I trust in you? (Trust in you)
Can I trust in you? Oh, babe (Trust in you)

Girl, come show me your true colors
Paint me a picture with your true colors
These are the questions of a new lover
True colors, true colors
Girl, come show me your true colors
Paint me a picture with your true colors
These are confessions of a new lover (Hey, hey)
True colors, true colors (Woo)

What's done is done now that I'm the only one
If you tell me, I'll accept what you've been through, oh yeah
And I don't believe all this inconsistency
I've been hearin' different stories about you

So if I love you (If I love you)
It'd be just for you (It'd be just for you)
So when I'm touchin' you (Touchin' you)
Can I trust in you? (Trust in you)
Can I trust in you? Oh, babe (Trust in you, hey)

Girl, come show me your true colors
Paint me a picture with your true colors
These are the questions of a new lover
True colors, true colors (Oh, baby)
Girl, come show me your true colors (True)
Paint me a picture with your true colors (True)
These are confessions of a new lover (True)
True colors

Baby, show me you're a keeper (Hey, oh)
It's been hard for me to keep up (Oh)
You've been tryna keep me in the dark (Oh)
But, baby girl, I see you (Oh)
Baby, show me you're a keeper (Show me you're a keeper)
It's been hard for me to keep up (Hard for me to keep up)
You've been tryna keep me in the dark (Yeah, yeah, yeah)
But, baby girl, I see you, yeah

Girl, come show me your true colors
Paint me a picture with your true colors
These are the questions of a new lover
True colors, true colors
Girl, come show me your true colors
Paint me a picture with your true colors
These are confessions of a new lover
True colors, true colors",0.23680830039525683,Positive
What You Need,"Baby, now hold me close
Baby, now hold me close
Baby, now hold me close
Baby, now hold me close
Baby, now hold me close
Baby, now hold me close

I just want to take you there
He don't gotta know where
Does he touch you here like this, this, this, this?
Let me take the friction from your lips (Ooh woah)

And I'ma love you, girl, the way you need
Ain't no one gon' stop us, ain't no one gon' stop us
And I'ma give you, girl, what you fiend
I'm the drug in your veins, just fight through the pain

He's what you want, he's what you want
He's what you want, he's what you want
I'm what you need, what you need, what you need, what you-
I'm what you need, what you need, what you need
He's what you want, he's what you want
He's what you want, he's what you want
I'm what you need, what you need, what you need, what you-
I'm what you need, what you need, what you need

I got everything you want with me
I do everything he does times three
And he don't gotta know
I got you on the floor
Doing things you never thought you'd do
Baby, leave them high-heel shoes
'Cause I love it when you're looking down at me
I'm looking up at you
And I don't give a damn, shawty
Watch me knock your boots off

And I'ma love you, girl, the way you need
Ain't no one gon' stop us, ain't no one gon' stop us
And I'ma give you, girl, what you fiend
I'm the drug in your veins, just fight through the pain

He's what you want, he's what you want
He's what you want, he's what you want
I'm what you need, what you need, what you need, what you-
I'm what you need, what you need, what you need, what you-
He's what you want, he's what you want
He's what you want, he's what you want
I'm what you need, what you need, what you need, what you-
I'm what you need, what you need, what you need, what you-

Woah, woah, woah, woah
Woah, woah, ahh",0.33611111111111114,Positive
Tell Your Friends,"We are not the same, I am too reckless
I'm not tryna go in that direction
These niggas, they been doin' too much flexin'
And they about to call the wrong attention
And I don't got no patience, no more testin'
I do shit how I want, don't need no blessin'
XO niggas ain't nothin' to mess with
Nobody stoppin' us, oh, no, we destined
And everybody 'round you is so basic
I'm never rockin' white, I'm like a racist
I don't drink my liquor wit' a chase in
That money is the only thing I'm chasin'
And some dope dimes on some coke lines
Gimme head all night, cum four times
Baby girl just wanna smoke a pound
Do an ounce, get some dick, tell her friends about it

Go tell your friends about it (About it)
Go tell your friends about it (About it, hey)
Go tell 'em what you know, what you seen
How I roll, how I get it on the low (Oh, woah)
Go tell your friends about it (About it)
Go tell your friends about it
I'm that nigga with the hair
Singin' 'bout poppin' pills, (Yeah, yeah) fuckin' bitches, livin' life so trill

Last year I did all the politickin'
This year I'ma focus on the vision (That vision)
I think these hoes deserve another fixin' (Fixin')
I'm talkin' 'bout the ones from the beginnin' (Oh, oh, oh)
Don't believe the rumors, bitch, I'm still a user
I'm still rockin' camo and still roll with shooters
I'm a villain in my city, I just made another killin'
I'ma spend it all on bitches (On bitches)
And everybody fuckin', everybody fuckin' (Fuckin')
Pussy on the house, everybody fuckin' (Fuckin')
Man, I miss my city, man, it's been a minute (Been a minute)
MIA a habit, Cali was the mission (Ooh, woah)
Cruise through the west-end in my new Benz (Ooh, woah)
I'm just tryna live life through a new lens
 (Oh, woah, ho)
Drivin' by the streets I used to walk through
When I had no crib, I guess you call that shit a miracle

Go tell your friends about it (About it)
Go tell your friends about it (About it, hey)
Go tell 'em what you know, what you seen (Oh, ho-woah, oh)
How I roll, how I get it on the low
Go tell your friends about it (About it)
Go tell your friends about it
I'm that nigga with the hair
Singin' 'bout poppin' pills, (Yeah, yeah) fuckin' bitches, livin' life so trill

Roll some, think I’ll roll some
To know some, if we both honest
Who lasts? (Who lasts?)
Yeah, you lie (You lie)
Spent the whole summer
Tryna be at the wrong place at the right time
But I know what's mine when I see it
I know, know

My cousin said I made it big and it's unusual (Unusual)
She tried to take a selfie at my Grandma's funeral
 (Funeral)
Used to roam on Queen, now I sing Queen Street anthems
 (Queen Street anthems)
Used to hate attention, now I pull up in that wagon (That wagon)
And I was broken, I was broken, I was so broke (So broke)
I used to roam around the town when I was homeless
 (No, no, no, no, no)
Me and Lamar would rob a nigga for his Jordans
And flip it just to get these hoes another nose fix
Now we get faded when we want, girl, we got choices (Got choices)
Lay them on the fuckin' table, we got choices (Got choices)
And if they wanna fuck my niggas, they got choices
 (Got choices)

They told me not to fall in love, that shit is pointless
Yeah, that shit is pointless (Pointless)
They told me not to fall in love, that shit is pointless
Yeah, that shit is pointless (Pointless)
They told me not to fall in love, that shit is pointless

Go tell your friends about it (About it)
Go tell your friends about it (About it, hey)
Go tell 'em what you know, what you seen (Oh)
How I roll, how I get it on the low (Ooh, ooh)
Go tell your friends about it (About it)
Go tell your friends about it
I'm that nigga with the hair
Singin' 'bout poppin' pills, (Yeah, yeah) fuckin' bitches, livin' life so trill

Life so trill
(Politickin', yeah)
Life so trill
Life so trill (Life so trill)
(I'm that nigga with the—)
Life so trill
Life so trill (Ooh, ooh, ooh)
(life so trill)
(life so trill)
(yeah, yeah)
Life so trill",-0.07289321789321791,Negative
Dark Times,"Waking up, half-past five
Blood on pillow and one bruised eye
Drunk too much, you know what I'm like
But you shoulda seen the other guy

This ain't the right time for you to fall in love with me
Well, baby, I'm just being honest
And I know my lies could not make you believe
We're running in circles, that's why

In my dark time, I'll be going back to the street
Promising everything I do not mean
In my dark time, baby, this is all I could be
And only my mother can love me for me
In my dark time
In my dark time

Light one up, let me bum a smoke, uh
Still coming down, dripping throat, uh
I got another man's blood on my clothes
But it ain't his fault, it's the life I chose

This ain't the right time for you to fall in love with me
My baby, I'm just being honest, uh
And I know my lies could never make you believe
Running in circles, that's why

In my dark times, I'll be going back to these streets
Promising everything I do not mean
In my dark times, maybe this is all I could be
Only my mother could love me for me
In my dark times
In my dark times
[Bridge: Ed Sheeran & 
The Weeknd
]
In my dark times, I've still got some problems, I know
Drivin' too fast but just movin' too slow
And I've got something I've been trying to let go of
Pullin' me back every time
[Chorus: Ed Sheeran & 
The Weeknd
]
In my dark times, taking it back to the street
Making those promises that I could not keep
In my dark times, baby, this is all I could be
Only my mother could love me for me
In my dark time, taking it down to the street
Making those promises that I would never keep
In my dark time, this is all I could be
Only my mother could love me for me
In my dark times
In my dark time
In my dark times",0.05756124913733614,Positive
Rockinâ,"Mmm, 
もう待てないよ
Yeah, uh

People always talk about the ones that got away
I just seem to get the ones that always want to stay
I'm just too distracted with the life I'm tryna paint
Yeah, yeah (Uh), oh yeah, yeah (Ooh, said)
I got all these women too attracted to the fame
Got too many niggas that are ignorin' the way
Nothing's gonna stop me, I'ma get it either way
Yeah, yeah (Uh), oh yeah, yeah (Ooh)

Why would you wanna take away from this moment?
We can own it
Why would you wanna take away from this moment?
Woo-hoo

You don't have to spend your life with me
You don't have to waste your energy
We can just be rockin', yeah
We can just be rockin', yeah
I just want your body next to me
'Cause it brings me so much ecstasy
We can just be rockin', yeah
We can just be rockin', yeah, yeah, yeah

You see me textin', baby, you see those missed calls
I'm actin' reckless baby, I'm 'bout to lose it all
This liquor got me crazy, mixed with that Adderall
I'm focused on the beat, oh yeah

Why would you wanna take away (Don't take away)
From this moment? (From this moment)
We can own it (We can own it)
Why would you wanna take away (Don't you take away)
From this moment? (Oh)
Woo-hoo (Hey)

You don't have to spend your life with me (You don't have to spend it)
You don't have to waste your energy (Uh)
We can just be rockin', yeah
We can just be rockin', yeah (We can just be rockin')
I just want your body next to me (Oh, hey)
'Cause it brings me so much ecstasy
We can just be rockin', yeah
We can just be rockin', yeah, yeah, yeah (We can just be rockin', baby)

Yeah
Yeah
Hey
Come on, baby
Tryna be, yeah
Let's go, hey

You don't have to spend your life with me (You don't have to spend your life with me, yeah)
You don't have to waste your energy (You don't have to waste it)
We can just be rockin', yeah (Oh, baby)
We can just be rockin', yeah (Uh, oh, you got to, need to know, oh woah)
I just want your body next to me (Hey)
'Cause it brings me so much ecstasy (Yeah)
We can just be rockin', yeah (Oh)
We can just be rockin', yeah, yeah, yeah, yeah",0.09375000000000001,Positive
A Lonely Night,"Gassed up, yeah, yeah
Hey
Na-na-na-na, na-na-na-na-na, hey

Why would you wanna bring somethin' between us?
There's nothin' between us, oh, ayy, ayy
Why would you wanna use a life to keep us?
To keep us together, oh woah, oh

Better when we're both apart (Oh)
Better when we're both apart
We're no good for each other
No good for each other
Better when we're both apart (My baby)
Better when we're both apart
We're no good for each other

A lonely night
Baby girl, I loved you on a lonely night, oh
It was the only time
And if I led you on, then I apologize

How can I make you rethink your decision?
Unruly decision, oh woah, hey (Oh)
What's gonna make you rethink your position?
I know your intentions (I know your intentions), oh woah, oh, hey

Better when we're both apart (Oh)
Better when we're both apart
We're no good for each other
No good for each other (No good for each other)
Better when we're both apart (My baby)
Better when we're both apart
We're no good for each other

A lonely night
Baby girl, I loved you on a lonely night, oh (Ooh woah)
It was the only time
And if I led you on, then I apologize, oh (I apologize)

(Let's go)
Better when we're both apart (I'll be)
Better when we're both apart (Oh)
We're no good for each other
No good for each other
Better when we're both apart (Oh, baby)
Better when we're both apart
We're no good for each other, hey

Woo
Da-da-da-da-da-da
Da-da-da-da-da-da, oh, ho

A lonely night
Baby girl, I loved you on a lonely night, oh (Hey)
It was the only time (It was the only time)
And if I led you on, then I apologize, oh (Apologize, woah)
A lonely night
Baby girl, I loved you on a lonely night, oh (Ooh woah)
It was the only time
And if I led you on, then I apologize, oh (Oh)

Baby girl, I loved you
You know I loved you
Know I loved you
Hey, no-no-no-no-no
No-no-no-no-no, ayy",0.10288461538461538,Positive
The Party & The After Party,"I understand, your body wants it
I know your thoughts, oh you 'bout it, 'bout it
You're a big girl, and it's your world
And I'ma let you do it how you wanna

Girl, I'll ride with it, ride with it
I know you know, I know you wanna ride with it
Don't be shy with it, I'll supply with it
I got you, girl, oh, I got it, girl
With your Louis V. bag, tats on your arms
High heel shoes make you six feet tall
Everybody wants you, you can have them all
But I got what you need
Girl, I got your bag, I got it all
Hold your drink, baby, don't you fall
Be there in a minute, baby, just one call
You don't gotta ask me
[Chorus: Victoria Legrand & 
The Weeknd
]
You always go to the parties (
Oh, oh
)
To pluck the feathers off all the birds (
Oh
)
You always go to the parties
On your knees
I would not beg you, please

Girl, pick up them shoes, I'll race your ass up all them stairs
Just grab a room, I swear no one will (Interfere)
Girl, bring your friends, if you want, we can share
Or we can keep it simple, baby, we can just

Ride with it, ride with it
I know you know, I know you wanna–*sniff*–with it
Don't be shy with it, I'll supply with it
I got you, girl, oh, I got it, girl
With your Louis V. bag, tats on ya arms
High heel shoes make you six feet tall
Everybody wants you, you can have them all
I got what you need
Girl, I got your bag, I got it all
Hold your drink, baby, don't you fall
Be there in a minute, baby, just one call
You don't gotta ask me
[Chorus: Victoria Legrand & 
The Weeknd
]
You always go to the parties (
Oh
)
To pluck the feathers off all the birds
You always go to the parties
On your knees
I would not beg you, please
I would not, I would not, I would not
I would not, I will not
I would not, I will not

Ride with it, ride with it
I know you know
I know you wanna line with it
Don't be shy with it
I'll supply with it
I got you, girl
Oh, I got it, girl
Don't you lie with it (Lie)
Lie with it (Lie)
I know you know
I know you wanna  (Wanna, wanna, wanna)
Ooh  (Ooh)
Ooh  (Ooh)
I got you, girl
Oh, I got you, girl
Ooh
Oh, I got it, girl
Oh, I got it, girl


I think I'm fucking gone, rolling on this floor
Messing up your carpet
I'll get on it after four more
Sessions of the strong on your floor
Should have fucking pulled, but I fucking rolled
Feeling like a million bucks before
I walked through this door
When I walked through your door
Can't believe I made it
But I made it that's for sure
For sure
Your loving
I need more
I need yours
She ain't looking for that unconditional
What the fuck these bitches on?
They want what I'm sitting on
They don't want my love
They just want my potential
Fuck it, I'll be sipping on this, baby, living off bliss
Got me drowning in your love
Got me drowning in the mist
Gimme right attention
Or I'll start drowning from my wrist
Baby, if you knew
The feeling I would give to

You
Oh, you
You
Oh, you
'Cause I got it, girl
Oh, I got it, girl
With me
With me
Woah, you
Woah, you
Woah, you
Woah, you
Oh, I got it, girl
Oh, I got it, girl
With me, with me

I, I got a brand new girl
Call her Rudolph
She'll probably O.D. before I show her to momma
All these girls try to tell me she got no love
But all these girls never ever got her blowjob
Ringtone on silent
And if she stops, then I might get violent
No call is worth stopping
So, momma, please stop calling
And we can play all night
It just takes one night
To let me fucking prove
This feeling I would give to

You
Oh, you
You
Oh, you
Oh, I got it, girl
Well, I got it, girl
With me, with me
With you
Woah, you
Woah, you
Woah, you
Oh, I got it, girl
Yeah, I got it, girl
With me, with me

Oh, ooh
Oh, ooh
Oh, I got it, girl",-0.002406088535120781,Negative
Often - Kygo Remix,"Oh
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, na-na-na-na, na-na-na-na
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, na-na-na-na, na-na-na-na
Oh

I usually love sleeping all alone (Alone)
This time around bring your friend with you
But we ain't really gonna sleep at all (All)
You ain't gon' catch me with them sneak pictures, sneak pictures (Na-na-na-na)
In my city I'm a young God (God)
That pussy kill be so vicious (So vicious)
My God white, he in my pocket
He get me redder than the devil 'til I go nauseous (Oh)

Ooh yeah, ooh yeah, ooh yeah, ooh yeah, na-na-na-na, na-na-na-na
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, na-na-na-na, na-na-na-na
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, na-na-na-na, na-na-na-na
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, na-na-na-na, na-na-na-na
Oh

Infatuated by the fame status
She wanna ride inside the 
G-Class
 grey matic (Oh)
I come around, she leave that nigga like he ain't matter
That girl been drinkin' all day, need to change bladder
She's just happy that the crew back in town
She 'bout to go downtown for a whole hour
If I had her, you can have her, man it don't matter
I'm never sour, I'm just smokin' somethin' much louder

She asked me if I do this every day, I said, ""Often""
Asked how many times she rode the wave, ""Not so often""
Bitches down to do it either way, often
Baby I can make that, make that rain, often (Oh)
Often, often, girl I do this often
Make that pop, pop, do it how I want it
Often, often, girl I do this often
Make that pop, pop, do it how I want it

(Often)
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, na-na-na-na, na-na-na-na (Do it how I want)
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, na-na-na-na, na-na-na-na (Do it how I want)
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, na-na-na-na, na-na-na-na (Often)
Ooh yeah, ooh yeah, ooh yeah, ooh yeah, na-na-na-na (Do it how I want)

She asked me if I do this every day, I said, ""Often""
Asked how many times she rode the wave, ""Not so often""
Bitches down to do it either way, often
Baby I can make that, make that rain, often
Often, often, girl I do this often
Make that pop, pop, do it how I want it
Often, often, girl I do this often
Make that pop, pop, do it how I want it
Often
(Do it how I want)
(Often)
(Do it how I want)
(Do it how I want)

She asked me if I do this every day, I said, ""Often""
Asked how many times she rode the wave, ""Not so often""
Bitches down to do it either way, often (Bitches down to do it)
Baby I can make that, make that rain, often
Often, often, girl I do this often
Make that pop, pop, do it how I want it
Often, often, girl I do this often
Make that pop, pop, do it how I want it
Often

Na-na-na, na-na-na, na-na-na
Na-na-na, na-na-na, na-na-na
Na-na-na, na-na-na
(Do it how I want)
Oh",0.035138888888888886,Positive
Might Not,"I be getting fucked up
I been gettin' hoes
Spending like a low life

This time I might not make it, I might not make it
This time I might not make it, I might not make it
I might not make it
This time I might not make it, I might not make it
I might not make it
This time I might not, I might not make it
I might not make it

We all gettin' fucked up
I been making love to her
I been making something

This time I might not make it, I might not make it
This time I might not make it, I might not make it
I might not make it
This time I might not make it, I might not make it

We all gettin' fucked up
I been making love to her
I been making something

This time I might not make it, I might not make it
This time I might not make it, I might not make it
I might not make it
This time I might not make it, I might not make it
I might not make it
I might not make it easy, I might not make it
I might not make it, this time I might not

Everybody 'round me is smoking superfantastic
I can make your girl disappear like magic
All I gotta do is follow where the bass is
Smoke a little weed really nothin too drastic
Smoking at the bus stop
Smoking in the bus still
In the room, in the bathroom
When the L's up pass it
Ain't nobody really doing X'O damage
Gotta couple pornstars shootin on the mattress
Listening to House of Balloons like a classic
I've been real done, why you passing
I've been stoned in the middle of the backseat
Got my nigga  Lamar
Shout out my nigga 
I've been feeling low
Watch your peak, yeah you passed it
I been making 

We all gettin' fucked up
I been making nothin'
I been making something

This time I might not make it, I might not make it
This time I might not make it, I might not make it
I might not make it
This time I might not make it, I might not make it
I might not make it
This time I might not, I might not make it
I might not make it, this time I might not",-0.013194444444444429,Negative
Coming Down,"All alone
All alone
All alone
All alone

I got something to tell you but don't know how I'ma say it
I guess that I could only say one thing
Girl, I been bad again, girl, I been bad again
'Cause with this money comes problems
And with these problems comes solutions
And I use 'em
When I'm faded I forget
Forget what you mean to me
Hope you know what you mean to me

Pick up your phone
The party's finished and I want you to know
I'm all alone
I'm feelin' everything before I got up

I always want you when I'm coming down
I always want you when I'm coming down (Ayy)
I always want you when I'm coming down (Oh no)
I always want you when I'm coming down (Ayy)
I always want you when I'm coming down (Ayy)
I always want you when I'm coming down (Ooh)
I always want you when I'm coming down (Oh yeah)
I always want you when I'm coming down

Poppin' again, I tried to quit again
I'm always tight with something I begin
That's why my niggas got me to the end
Supply what I take, I take what I spend, baby
I ain't lying to nobody but me
And you, and me
But you especially

Pick up your phone (Oh, oh)
The party's finished and I want you to know
I'm all alone
I'm feelin' everything before I got up

I always want you when I'm coming down (No, oh)
I always want you when I'm coming down (When I'm coming down)
I always want you when I'm coming down (Right down, right down, right down)
I always want you when I'm coming down (Ah)
I always want you when I'm coming down (Ah)
I always want you when I'm coming down (Ah-oh)
I always want you when I'm coming down (Right down)
I always want you when I'm coming down
[Bridge: Ayako Kawasumi & 
The Weeknd
]
Watashi o okorasenaide hoshii
Konoyo na koto o sareruno wa fukainano
Watashi no kako o shitte, nando mo watashi no naka ni haittekuru
Watashi no kotae nado shitteiru hazu nanoni
Watashi ga something to tsumi wo kasanete kita koto o, anata wa shitte inai no
Pick up your phone
I'm all alone

I always want you when I'm coming down
I always want you when I'm coming down
I always want you when I'm coming down
I always want you when I'm coming down
I always want you when I'm coming down
I always want you when I'm coming down
I always want you when I'm coming down
I always want you when I'm coming down",-0.13929563492063496,Negative
Over Now (with The Weeknd),No Lyrics Found,,
Shameless,"Yeah
Uh, uh, yeah

Say it louder, say it louder
Who's gonna love ya
Like me, like me?
Say it louder, say it louder
Who's gonna touch ya
Like me, like me?

Ooh, said you wanna be good
But you couldn't keep your composure
Ooh, said you wanna be good
But you're begging me to come over
Ooh, come over
Ooh, sayin' who's gonna fuck ya
Like me?
Yeah

I don't wanna hurt you
But you live for the pain
I'm not tryna say it
But it's what you became
You want me to fix you
But it's never enough
That's why you always call me
'Cause you're scared to be loved, uh

But I'll always be there for you
I'll always be there for you
I'll always be there for you
Girl, I have no shame (Shame)
I'll always be there for you
I'll always be there for you
I'll always be there for you
Girl, I have no shame (Shame)

Say it louder, say it louder
Yeah, who's gonna love ya
Like me, uh, like me, yeah?
Say it louder, say it louder
Who's gonna touch ya
Like me, uh, like me?

Ooh, said it'd be the last time
All you needed was a little closure
Ooh, said it'd be the last time
But you're begging me to come over
Ooh, come over
Ooh, saying who's gonna fuck ya
Like me?
Hey

I don't wanna hurt you
But you live for the pain
I'm not tryna say it
But it's what you became
You want me to fix you
But it's never enough
That's why you always call me
'Cause you're scared to be loved, uh

But I'll always be there for you
I'll always be there for you
I'll always be there for you
Girl, I have no shame (Shame)
Girl, I'll always be there for you
I'll always be there for you
I'll always be there for you
Girl, I have no shame (Shame)

Who's gonna fuck you like...
Hey!
Woo-ooh

I don't wanna hurt you
But you live for the pain
I'm not tryna say it
But it's what you became, no
You want me to fix you
But it's never enough (Never enough)
That's why you always call me
'Cause you're scared to be loved (Scared to be loved)

But I'll always be there for you
I'll always be there for you
I'll always be there for you (I'll always be there for you)
Girl, I have no shame (Shame)
Girl, I'll always be there for you
I'll always be there for you
I'll always be there for you
Girl, I have no shame (Shame)
Girl, I have no—no shame",0.19626623376623376,Positive
Ordinary Life,"Heaven in her mouth, got a hell of a tongue
I can feel her teeth when I drive on a bump
Fingers lettin' go of the wheel when I cum
Whe-wheel when I cum, whe-wheel when I cum
David Carradine, I'ma die when I cum (Die when I cum)
She just givin' head, she don't know what I done
Like I'm James Dean, I'ma die when I'm young (Die when I'm)
Die when I'm young (Die when I'm), die when I'm young

Heaven knows that I've been told
Paid for the life that I chose
If I could, I'd trade it all
Trade it for a halo
Yeah, she said that she'll pray for me
I said it's too late for me
'Cause I think it's safe to say

This ain't ordinary life
This ain't ordinary life
This ain't ordinary life
This ain't ordinary life
No ordinary life
This ain't ordinary life
This ain't ordinary life
This ain't ordinary life

Valhalla's where all the righteous are led
Mulholland's where all the damned will be kept
Devil on my lap and a cross on my neck
Cro-cross on my neck, cro-cross on my neck
Over forty-five, I'ma drift on a bend
Do a buck twenty, I'ma fly off the edge
Everybody said it would hurt in the end
Hurt in the end, but I feel nothin'

She said that she'll pray for me
I said it's too late for me
'Cause I think it's safe to say

This ain't ordinary life
This ain't ordinary life
This ain't ordinary life
This ain't ordinary life
No ordinary life
This ain't ordinary life (Woah-oh-oh)
This ain't ordinary life (Woah-oh-oh)
This ain't ordinary life

Angels all singin' in monasteries, yeah
My soul is burning in LaFerraris
Father, sorry, Father, sorry
Halos are given to ordinary lives
No, but this ain't ordinary life

This ain't ordinary life
This ain't ordinary life
This ain't ordinary life
No ordinary life
This ain't ordinary life (Woah-oh-oh)
This ain't ordinary life (Woah-oh-oh)
This ain't ordinary life
No ordinary life

(Woah-oh-oh, woah-oh-oh)",-0.12162162162162163,Negative
